CustomIntervall;; linecount Zugang Europaviertel; linecount Bahnsteig01; linecount Bahnsteig02; linecount Bahnsteig03; linecount Bahnsteig04; linecount Bahnsteig05; linecount Bahnsteig06; linecount Bahnsteig07; linecount Bahnsteig08; Querbahnsteig; STG_QB04_Steg01; STG_Bonatz10_Steg01; STG_QB12_Steg02; STG_Bonatz13_Steg02; STG_Bonatz04; linecount Zugang Infoturm Stuttgart; linecount Zugang Schlossgarten; (AB) linecount Zugang Schlossgarten+ITS;Bahnsteige Gesamt angepasst;Steg 02 Gesamt
16.02.2024 08:00; Friday;1906;808;494;488;679;1194;0;958;964;5585;0;0;0;0;1778;21;212;0;;
16.02.2024 09:00; Friday;1523;825;456;883;298;965;0;376;1407;5210;0;0;0;0;1773;38;207;0;;
16.02.2024 10:00; Friday;1673;1002;561;815;867;1084;0;347;1307;5983;0;0;0;0;1988;62;202;0;;
16.02.2024 11:00; Friday;1854;906;344;1234;773;876;0;1254;1686;7073;0;0;0;0;2503;131;283;0;;
16.02.2024 12:00; Friday;2366;1049;304;1274;1541;1157;0;1257;1323;7905;0;0;0;0;2559;80;323;0;;
16.02.2024 13:00; Friday;2543;1299;1158;1067;1446;1229;0;1204;1617;9020;0;0;0;0;2684;36;281;0;;
16.02.2024 14:00; Friday;2772;1344;1001;1488;498;1753;0;1264;2776;10124;0;0;0;0;3318;138;359;0;;
16.02.2024 15:00; Friday;3085;1212;1218;1187;948;1745;0;1738;2211;10259;0;0;0;0;3524;152;317;0;;
16.02.2024 16:00; Friday;2980;1101;1281;1155;751;1502;0;1804;2091;9685;0;0;0;0;3487;100;404;0;;
16.02.2024 17:00; Friday;2711;1009;1115;1063;569;1604;0;1817;3082;10259;0;0;0;0;4059;75;315;0;;
16.02.2024 18:00; Friday;2311;847;528;1461;1661;1199;0;1712;2088;9496;0;0;0;0;3551;37;250;0;;
16.02.2024 19:00; Friday;1951;745;591;411;1291;1771;0;1010;2595;8414;0;0;0;0;3344;27;224;0;;
16.02.2024 20:00; Friday;1355;338;589;442;783;508;0;920;1126;4706;0;0;0;0;1890;13;118;0;;
16.02.2024 21:00; Friday;1713;727;644;758;837;597;0;1198;1581;6342;0;0;0;0;2457;14;141;0;;
16.02.2024 22:00; Friday;822;353;255;278;436;600;0;528;1030;3480;0;0;0;0;1394;0;91;0;;
16.02.2024 23:00; Friday;521;122;84;447;301;310;0;464;519;2247;0;0;0;0;1040;3;55;0;;
17.02.2024 00:00; Saturday;437;73;56;60;213;152;0;156;307;1017;0;0;0;0;505;0;37;0;;
17.02.2024 01:00; Saturday;166;44;3;8;98;75;0;109;24;361;0;0;0;0;225;2;16;0;;
17.02.2024 02:00; Saturday;119;34;12;6;111;61;0;104;89;417;0;0;0;0;212;0;25;0;;
17.02.2024 03:00; Saturday;77;20;5;9;60;15;0;77;145;331;0;0;0;0;210;2;18;0;;
17.02.2024 04:00; Saturday;170;25;23;21;77;127;0;116;128;517;0;0;0;0;194;0;13;0;;
17.02.2024 05:00; Saturday;353;158;89;99;170;285;0;259;93;1153;0;0;0;0;374;0;16;0;;
17.02.2024 06:00; Saturday;668;211;330;81;475;534;0;305;247;2183;0;0;0;0;585;12;22;0;;
17.02.2024 07:00; Saturday;777;248;184;90;303;714;0;324;607;2470;0;0;0;0;733;6;49;0;;
17.02.2024 08:00; Saturday;1138;513;288;312;644;865;0;497;1155;4274;0;0;0;0;1353;41;134;0;;
17.02.2024 09:00; Saturday;1727;940;550;957;363;1293;0;516;1382;6001;0;0;0;0;1909;66;188;0;;
17.02.2024 10:00; Saturday;2127;932;299;841;1032;1433;0;980;1902;7419;0;0;0;0;2788;136;299;0;;
17.02.2024 11:00; Saturday;2292;921;677;836;543;1628;0;1253;1854;7712;0;0;0;0;2970;81;312;0;;
17.02.2024 12:00; Saturday;2468;1067;183;1171;1358;1108;0;1383;1989;8259;0;0;0;0;3182;133;282;0;;
17.02.2024 13:00; Saturday;2574;927;839;785;1455;1154;0;1412;1372;7944;0;0;0;0;3221;154;351;0;;
17.02.2024 14:00; Saturday;2417;987;806;788;95;1559;0;1145;2135;7515;0;0;0;0;3103;137;307;0;;
17.02.2024 15:00; Saturday;2627;932;969;1923;650;886;0;2050;1769;9179;0;0;0;0;3728;152;342;0;;
17.02.2024 16:00; Saturday;2724;762;964;1203;575;1412;0;2183;2153;9252;0;0;0;0;4022;160;326;0;;
17.02.2024 17:00; Saturday;2281;1001;913;678;326;1183;0;1683;2821;8605;0;0;0;0;3981;125;407;0;;
17.02.2024 18:00; Saturday;2169;660;306;1483;1605;1145;0;1573;1477;8249;0;0;0;0;3739;50;204;0;;
17.02.2024 19:00; Saturday;1729;542;657;728;676;909;0;1658;1570;6740;0;0;0;0;3137;20;247;0;;
17.02.2024 20:00; Saturday;1694;442;685;844;937;745;0;1447;1370;6470;0;0;0;0;2532;13;144;0;;
17.02.2024 21:00; Saturday;1314;469;481;488;575;608;0;1112;1135;4868;0;0;0;0;2071;3;145;0;;
17.02.2024 22:00; Saturday;723;330;126;182;452;464;0;625;797;2976;0;0;0;0;1575;5;115;0;;
17.02.2024 23:00; Saturday;803;121;44;341;442;323;0;390;808;2469;0;0;0;0;1174;2;93;0;;
18.02.2024 00:00; Sunday;505;81;39;106;273;256;0;260;418;1433;0;0;0;0;653;4;52;0;;
18.02.2024 01:00; Sunday;161;51;10;17;80;116;0;127;41;442;0;0;0;0;268;4;9;0;;
18.02.2024 02:00; Sunday;133;33;8;4;110;112;0;122;127;516;0;0;0;0;232;0;12;0;;
18.02.2024 03:00; Sunday;166;52;24;21;145;18;0;117;268;645;0;0;0;0;341;4;9;0;;
18.02.2024 04:00; Sunday;211;34;26;21;123;120;0;132;126;582;0;0;0;0;271;2;10;0;;
18.02.2024 05:00; Sunday;320;78;125;109;160;278;0;329;49;1128;0;0;0;0;469;2;19;0;;
18.02.2024 06:00; Sunday;424;127;116;61;326;259;0;250;143;1282;0;0;0;0;401;4;22;0;;
18.02.2024 07:00; Sunday;574;191;100;93;225;496;0;423;341;1869;0;0;0;0;561;8;44;0;;
18.02.2024 08:00; Sunday;785;378;176;256;239;671;0;277;691;2688;0;0;0;0;669;10;45;0;;
18.02.2024 09:00; Sunday;1136;524;377;447;154;859;0;352;827;3540;0;0;0;0;1015;77;131;0;;
18.02.2024 10:00; Sunday;1895;821;798;830;495;1023;0;489;1860;6316;0;0;0;0;2072;116;199;0;;
18.02.2024 11:00; Sunday;1638;833;368;764;465;1287;0;624;1527;5868;0;0;0;0;2002;136;246;0;;
18.02.2024 12:00; Sunday;1783;979;388;614;1158;1037;0;1110;1303;6589;0;0;0;0;2041;149;279;0;;
18.02.2024 13:00; Sunday;2432;1172;1197;1393;1063;1399;0;927;1779;8930;0;0;0;0;2802;143;386;0;;
18.02.2024 14:00; Sunday;2257;1137;1066;1540;449;1521;0;782;2518;9013;0;0;0;0;2692;214;320;0;;
18.02.2024 15:00; Sunday;2246;934;852;1040;637;1745;0;1539;1379;8126;0;0;0;0;2605;168;395;0;;
18.02.2024 16:00; Sunday;2504;827;1079;1363;535;1653;0;1464;1768;8689;0;0;0;0;3019;170;372;0;;
18.02.2024 17:00; Sunday;2015;862;840;1092;279;1590;0;1427;2570;8660;0;0;0;0;3091;202;375;0;;
18.02.2024 18:00; Sunday;2001;635;385;1186;1265;1362;0;1425;2197;8455;0;0;0;0;3017;41;272;0;;
18.02.2024 19:00; Sunday;1620;591;469;341;556;1259;0;1372;1609;6197;0;0;0;0;1984;6;235;0;;
18.02.2024 20:00; Sunday;1108;399;812;512;640;600;0;1074;1095;5132;0;0;0;0;1836;17;156;0;;
18.02.2024 21:00; Sunday;1073;388;448;408;649;595;0;916;1675;5079;0;0;0;0;2071;3;162;0;;
18.02.2024 22:00; Sunday;381;167;75;163;348;335;0;270;424;1782;0;0;0;0;771;2;61;0;;
18.02.2024 23:00; Sunday;320;69;43;64;180;452;0;148;485;1441;0;0;0;0;636;0;40;0;;
19.02.2024 00:00; Monday;248;56;45;13;46;83;0;94;363;700;0;0;0;0;298;0;22;0;;
19.02.2024 01:00; Monday;107;52;3;5;32;84;0;60;20;256;0;0;0;0;56;2;5;0;;
19.02.2024 02:00; Monday;82;15;6;11;13;135;0;14;15;209;0;0;0;0;36;0;4;0;;
19.02.2024 03:00; Monday;51;7;3;5;6;8;0;20;58;107;0;0;0;0;25;0;6;0;;
19.02.2024 04:00; Monday;176;59;27;105;59;112;0;61;107;530;0;0;0;0;127;0;11;0;;
19.02.2024 05:00; Monday;498;163;136;162;115;360;0;214;269;1419;0;0;0;0;409;2;37;0;;
19.02.2024 06:00; Monday;1570;307;702;522;443;662;0;786;995;4417;0;0;0;0;1608;7;199;0;;
19.02.2024 07:00; Monday;2412;448;403;833;815;1192;0;1085;1473;6249;0;0;0;0;2581;7;297;0;;
19.02.2024 08:00; Monday;2306;597;547;409;474;1458;0;1574;1098;6157;0;0;0;0;2510;22;289;0;;
19.02.2024 09:00; Monday;1536;477;398;794;267;881;0;556;1677;5050;0;0;0;0;1883;31;193;0;;
19.02.2024 10:00; Monday;1703;865;677;745;618;887;0;665;1437;5894;0;0;0;0;1655;81;137;0;;
19.02.2024 11:00; Monday;1424;740;245;325;467;1111;0;656;1521;5065;0;0;0;0;1785;69;150;0;;
19.02.2024 12:00; Monday;1654;680;107;684;753;955;0;1009;992;5180;0;0;0;0;1794;73;215;0;;
19.02.2024 13:00; Monday;1759;831;562;507;1152;847;0;945;1194;6038;0;0;0;0;2014;60;207;0;;
19.02.2024 14:00; Monday;1980;881;489;1277;300;1327;0;669;1512;6455;0;0;0;0;2107;69;192;0;;
19.02.2024 15:00; Monday;1977;663;771;507;697;1107;0;1174;1468;6387;0;0;0;0;2363;107;233;0;;
19.02.2024 16:00; Monday;2729;534;547;559;969;1205;0;1452;1748;7014;0;0;0;0;3008;72;304;0;;
19.02.2024 17:00; Monday;2670;633;884;949;311;1346;0;1180;2243;7546;0;0;0;0;2898;50;300;0;;
19.02.2024 18:00; Monday;1704;507;315;1089;910;966;0;704;1606;6097;0;0;0;0;2410;68;199;0;;
19.02.2024 19:00; Monday;1074;280;473;127;689;659;0;891;1100;4219;0;0;0;0;1657;21;127;0;;
19.02.2024 20:00; Monday;847;258;302;295;470;492;0;799;917;3533;0;0;0;0;1224;10;108;0;;
19.02.2024 21:00; Monday;686;161;210;332;231;292;0;677;1014;2917;0;0;0;0;1093;9;96;0;;
19.02.2024 22:00; Monday;391;107;125;104;198;265;0;274;567;1640;0;0;0;0;656;8;57;0;;
19.02.2024 23:00; Monday;202;39;36;66;151;179;0;205;215;891;0;0;0;0;328;2;18;0;;
20.02.2024 00:00; Tuesday;214;34;30;38;75;77;0;88;231;573;0;0;0;0;209;3;7;0;;
20.02.2024 01:00; Tuesday;60;23;31;25;3;29;0;6;11;128;0;0;0;0;53;0;8;0;;
20.02.2024 02:00; Tuesday;54;27;10;46;9;48;0;15;12;167;0;0;0;0;24;4;4;0;;
20.02.2024 03:00; Tuesday;64;30;9;14;18;14;0;19;61;165;0;0;0;0;41;4;2;0;;
20.02.2024 04:00; Tuesday;163;18;35;59;46;110;0;46;22;336;0;0;0;0;95;5;5;0;;
20.02.2024 05:00; Tuesday;432;111;72;170;102;311;0;223;243;1232;0;0;0;0;383;2;33;0;;
20.02.2024 06:00; Tuesday;1398;294;765;702;288;599;0;867;917;4432;0;0;0;0;1546;6;198;0;;
20.02.2024 07:00; Tuesday;2776;517;1197;756;611;1394;0;1187;1231;6893;0;0;0;0;2465;8;299;0;;
20.02.2024 08:00; Tuesday;2797;653;868;696;539;1401;0;1097;1308;6562;0;0;0;0;2775;29;404;0;;
20.02.2024 09:00; Tuesday;1657;543;453;967;335;1193;0;424;1522;5437;0;0;0;0;2067;35;233;0;;
20.02.2024 10:00; Tuesday;1524;717;739;839;601;882;0;329;1109;5216;0;0;0;0;1835;52;220;0;;
20.02.2024 11:00; Tuesday;1203;586;223;607;439;733;0;510;1108;4206;0;0;0;0;1616;36;227;0;;
20.02.2024 12:00; Tuesday;1593;672;384;835;663;825;0;842;946;5167;0;0;0;0;1640;41;246;0;;
20.02.2024 13:00; Tuesday;1575;667;673;542;709;840;0;675;1062;5168;0;0;0;0;1889;59;190;0;;
20.02.2024 14:00; Tuesday;1895;741;662;1124;616;1295;0;700;1392;6530;0;0;0;0;1967;56;211;0;;
20.02.2024 15:00; Tuesday;2017;809;751;767;581;929;0;1315;1512;6664;0;0;0;0;2284;73;293;0;;
20.02.2024 16:00; Tuesday;3138;817;830;1470;707;1291;0;1450;1973;8538;0;0;0;0;3236;72;382;0;;
20.02.2024 17:00; Tuesday;2856;749;1275;1152;539;1169;0;1423;2242;8549;0;0;0;0;3414;87;372;0;;
20.02.2024 18:00; Tuesday;2072;609;536;989;965;1078;0;891;1591;6659;0;0;0;0;2523;33;232;0;;
20.02.2024 19:00; Tuesday;1347;355;389;303;914;919;0;804;1360;5044;0;0;0;0;1932;8;164;0;;
20.02.2024 20:00; Tuesday;963;212;453;278;441;415;0;671;989;3459;0;0;0;0;1296;13;110;0;;
20.02.2024 21:00; Tuesday;805;373;258;169;215;317;0;801;843;2976;0;0;0;0;1143;13;99;0;;
20.02.2024 22:00; Tuesday;481;117;68;130;212;297;0;304;583;1711;0;0;0;0;728;3;57;0;;
20.02.2024 23:00; Tuesday;306;49;119;38;181;291;0;170;207;1055;0;0;0;0;427;0;42;0;;
21.02.2024 00:00; Wednesday;227;34;53;177;82;68;0;72;41;527;0;0;0;0;209;0;25;0;;
21.02.2024 01:00; Wednesday;93;29;35;53;22;43;0;10;23;215;0;0;0;0;43;2;7;0;;
21.02.2024 02:00; Wednesday;58;6;13;50;0;16;0;20;24;129;0;0;0;0;67;8;9;0;;
21.02.2024 03:00; Wednesday;42;9;7;38;4;7;0;7;14;86;0;0;0;0;38;3;6;0;;
21.02.2024 04:00; Wednesday;175;38;38;55;32;107;0;39;49;358;0;0;0;0;87;0;14;0;;
21.02.2024 05:00; Wednesday;530;79;161;154;127;326;0;142;272;1261;0;0;0;0;345;0;50;0;;
21.02.2024 06:00; Wednesday;1416;300;600;601;304;496;0;559;513;3373;0;0;0;0;852;10;187;0;;
21.02.2024 07:00; Wednesday;2854;499;1371;768;763;1329;0;677;1320;6727;0;0;0;0;1947;9;381;0;;
21.02.2024 08:00; Wednesday;3178;960;954;716;788;1791;0;1005;1212;7426;0;0;0;0;2405;27;405;0;;
21.02.2024 09:00; Wednesday;2050;858;370;939;334;1310;0;742;1444;5997;0;0;0;0;1914;60;271;0;;
21.02.2024 10:00; Wednesday;1794;915;644;908;599;1099;0;540;1355;6060;0;0;0;0;1623;79;244;0;;
21.02.2024 11:00; Wednesday;1497;721;436;731;354;921;0;787;1201;5151;0;0;0;0;1581;94;214;0;;
21.02.2024 12:00; Wednesday;1879;924;200;869;753;865;0;1061;949;5621;0;0;0;0;1857;53;303;0;;
21.02.2024 13:00; Wednesday;1856;701;760;525;768;910;0;764;1169;5597;0;0;0;0;1805;40;225;0;;
21.02.2024 14:00; Wednesday;2054;768;588;1173;315;1294;0;788;1445;6371;0;0;0;0;1898;84;240;0;;
21.02.2024 15:00; Wednesday;2073;820;818;380;559;1213;0;1228;1479;6497;0;0;0;0;2356;109;261;0;;
21.02.2024 16:00; Wednesday;3401;893;750;847;609;1737;0;1614;2553;9003;0;0;0;0;3171;105;386;0;;
21.02.2024 17:00; Wednesday;3085;779;1335;898;724;1509;0;1542;2077;8864;0;0;0;0;2878;62;388;0;;
21.02.2024 18:00; Wednesday;2424;890;684;1121;696;1312;0;1322;2265;8290;0;0;0;0;2672;82;276;0;;
21.02.2024 19:00; Wednesday;1585;476;484;310;801;747;0;918;1536;5272;0;0;0;0;1842;64;161;0;;
21.02.2024 20:00; Wednesday;1208;275;421;321;489;484;0;793;1125;3908;0;0;0;0;1194;20;112;0;;
21.02.2024 21:00; Wednesday;992;139;335;325;373;360;0;549;1220;3301;0;0;0;0;1248;18;107;0;;
21.02.2024 22:00; Wednesday;567;144;49;84;232;282;0;271;599;1661;0;0;0;0;649;1;71;0;;
21.02.2024 23:00; Wednesday;386;62;204;231;193;196;0;167;184;1237;0;0;0;0;421;2;42;0;;
22.02.2024 00:00; Thursday;180;81;100;190;44;19;0;81;207;722;0;0;0;0;199;0;21;0;;
22.02.2024 01:00; Thursday;66;33;7;58;11;41;0;14;18;182;0;0;0;0;56;0;10;0;;
22.02.2024 02:00; Thursday;46;17;8;67;16;31;0;4;18;161;0;0;0;0;43;2;2;0;;
22.02.2024 03:00; Thursday;45;11;7;3;3;1;0;6;48;79;0;0;0;0;53;2;8;0;;
22.02.2024 04:00; Thursday;158;19;40;65;28;89;0;44;44;329;0;0;0;0;150;0;6;0;;
22.02.2024 05:00; Thursday;428;89;119;119;183;306;0;180;288;1284;0;0;0;0;426;8;25;0;;
22.02.2024 06:00; Thursday;1150;334;552;887;439;550;0;720;750;4232;0;0;0;0;1492;6;164;0;;
22.02.2024 07:00; Thursday;2010;485;660;785;457;1458;0;1097;1261;6203;0;0;0;0;2643;10;339;0;;
22.02.2024 08:00; Thursday;2135;686;799;708;499;1878;0;923;1236;6729;0;0;0;0;2422;10;341;0;;
22.02.2024 09:00; Thursday;1649;725;608;754;367;1031;0;569;1543;5597;0;0;0;0;2401;63;313;0;;
22.02.2024 10:00; Thursday;1497;792;447;840;613;1160;0;675;1097;5624;0;0;0;0;1861;120;170;0;;
22.02.2024 11:00; Thursday;1218;607;212;727;430;794;0;497;1227;4494;0;0;0;0;1723;74;216;0;;
22.02.2024 12:00; Thursday;1347;794;119;764;717;920;0;942;1042;5298;0;0;0;0;1971;75;198;0;;
22.02.2024 13:00; Thursday;1627;759;781;682;763;881;0;667;1117;5650;0;0;0;0;2031;101;205;0;;
22.02.2024 14:00; Thursday;1691;824;676;821;951;1211;0;723;1854;7060;0;0;0;0;2351;70;183;0;;
22.02.2024 15:00; Thursday;1961;788;777;968;474;1267;0;1553;1736;7563;0;0;0;0;2729;122;203;0;;
22.02.2024 16:00; Thursday;2279;601;932;1152;721;1458;0;1391;1752;8007;0;0;0;0;3320;71;322;0;;
22.02.2024 17:00; Thursday;2450;738;910;1452;913;1887;0;1547;2816;10263;0;0;0;0;3761;73;317;0;;
22.02.2024 18:00; Thursday;1753;640;558;1480;703;1383;0;953;1762;7479;0;0;0;0;3221;83;234;0;;
22.02.2024 19:00; Thursday;1224;401;340;288;825;700;0;1156;1514;5224;0;0;0;0;1882;69;144;0;;
22.02.2024 20:00; Thursday;1093;259;545;383;572;791;0;689;1062;4301;0;0;0;0;1416;32;130;0;;
22.02.2024 21:00; Thursday;718;199;371;362;283;412;0;542;895;3064;0;0;0;0;1216;5;99;0;;
22.02.2024 22:00; Thursday;617;211;194;67;324;334;0;373;728;2231;0;0;0;0;968;4;62;0;;
22.02.2024 23:00; Thursday;463;91;75;440;294;129;0;202;406;1637;0;0;0;0;600;2;47;0;;
23.02.2024 00:00; Friday;213;72;91;127;89;13;0;93;304;789;0;0;0;0;285;0;22;0;;
23.02.2024 01:00; Friday;102;27;56;106;13;16;0;7;6;231;0;0;0;0;56;0;8;0;;
23.02.2024 02:00; Friday;82;21;61;71;9;32;0;12;18;224;0;0;0;0;60;0;5;0;;
23.02.2024 03:00; Friday;57;6;10;7;9;8;0;11;72;123;0;0;0;0;74;2;7;0;;
23.02.2024 04:00; Friday;196;18;41;45;86;133;0;40;44;407;0;0;0;0;135;0;4;0;;
23.02.2024 05:00; Friday;418;86;163;142;152;306;0;152;263;1264;0;0;0;0;374;0;19;0;;
23.02.2024 06:00; Friday;1111;329;557;541;420;480;0;459;572;3358;0;0;0;0;954;9;127;0;;
23.02.2024 07:00; Friday;1889;479;586;564;382;1025;0;867;1149;5052;0;0;0;0;1692;14;251;0;;
23.02.2024 08:00; Friday;1882;722;393;560;526;1303;0;627;978;5109;0;0;0;0;1497;13;167;0;;
23.02.2024 09:00; Friday;1608;791;451;807;383;1145;0;666;1303;5546;0;0;0;0;1900;47;174;0;;
23.02.2024 10:00; Friday;1599;847;396;868;737;1213;0;528;1198;5787;0;0;0;0;1747;84;179;0;;
23.02.2024 11:00; Friday;1639;673;562;654;720;989;0;749;1532;5879;0;0;0;0;1985;72;187;0;;
23.02.2024 12:00; Friday;1930;873;152;1008;1216;1151;0;1058;1239;6697;0;0;0;0;2272;89;239;0;;
23.02.2024 13:00; Friday;2288;1024;1273;783;1194;1264;0;1236;1825;8599;0;0;0;0;2870;52;259;0;;
23.02.2024 14:00; Friday;2440;997;1427;1740;468;1731;0;1316;2470;10149;0;0;0;0;3187;116;278;0;;
23.02.2024 15:00; Friday;2566;1025;1224;856;968;1524;0;1685;2361;9643;0;0;0;0;3097;92;280;0;;
23.02.2024 16:00; Friday;2937;815;1050;1667;1179;1451;0;1517;2299;9978;0;0;0;0;3581;73;322;0;;
23.02.2024 17:00; Friday;2785;1213;1354;1516;717;1765;0;1421;2873;10859;0;0;0;0;3854;57;297;0;;
23.02.2024 18:00; Friday;2408;739;651;1768;878;1740;0;1355;1706;8837;0;0;0;0;3528;95;283;0;;
23.02.2024 19:00; Friday;1621;495;523;294;1067;729;0;1316;1807;6231;0;0;0;0;2744;24;192;0;;
23.02.2024 20:00; Friday;1362;350;514;435;539;640;0;1207;1121;4806;0;0;0;0;1968;9;146;0;;
23.02.2024 21:00; Friday;1298;232;383;355;364;723;0;1385;1240;4682;0;0;0;0;1848;17;169;0;;
23.02.2024 22:00; Friday;744;197;82;179;395;411;0;482;994;2740;0;0;0;0;1430;6;76;0;;
23.02.2024 23:00; Friday;495;76;234;53;210;274;0;435;348;1630;0;0;0;0;921;3;50;0;;
24.02.2024 00:00; Saturday;398;35;119;434;166;191;0;184;126;1255;0;0;0;0;570;0;40;0;;
24.02.2024 01:00; Saturday;180;43;12;56;74;62;0;161;27;435;0;0;0;0;214;6;12;0;;
24.02.2024 02:00; Saturday;308;42;194;57;116;142;0;257;39;847;0;0;0;0;272;0;8;0;;
24.02.2024 03:00; Saturday;170;28;82;87;68;73;0;136;120;594;0;0;0;0;295;0;8;0;;
24.02.2024 04:00; Saturday;311;45;92;52;74;188;0;166;139;756;0;0;0;0;268;3;6;0;;
24.02.2024 05:00; Saturday;469;122;112;116;156;344;0;223;205;1278;0;0;0;0;465;8;12;0;;
24.02.2024 06:00; Saturday;782;208;550;99;516;471;0;306;201;2351;0;0;0;0;578;4;31;0;;
24.02.2024 07:00; Saturday;775;246;210;92;256;826;0;389;771;2790;0;0;0;0;970;9;67;0;;
24.02.2024 08:00; Saturday;1223;501;239;421;457;976;0;539;1022;4155;0;0;0;0;1264;33;138;0;;
24.02.2024 09:00; Saturday;1584;731;571;624;256;1086;0;669;1818;5755;0;0;0;0;2084;59;153;0;;
24.02.2024 10:00; Saturday;2132;1148;344;1166;1279;1438;0;725;1938;8038;0;0;0;0;2821;137;296;0;;
24.02.2024 11:00; Saturday;2317;1163;480;904;377;1294;0;1506;2547;8271;0;0;0;0;3738;99;309;0;;
24.02.2024 12:00; Saturday;2368;1236;565;617;824;995;0;1496;1552;7285;0;0;0;0;3226;114;281;0;;
24.02.2024 13:00; Saturday;3379;1832;1926;1456;1702;1640;0;1594;1475;11625;0;0;0;0;4667;172;409;0;;
24.02.2024 14:00; Saturday;2759;1155;681;1229;784;1577;0;1988;2427;9841;0;0;0;0;4451;130;374;0;;
24.02.2024 15:00; Saturday;2465;1073;779;1438;1117;1778;0;2069;1704;9958;0;0;0;0;3744;81;276;0;;
24.02.2024 16:00; Saturday;2242;800;402;1128;402;1105;0;2117;1810;7764;0;0;0;0;3884;153;262;0;;
24.02.2024 17:00; Saturday;2586;1219;643;1017;195;1712;0;1881;3112;9779;0;0;0;0;4646;234;392;0;;
24.02.2024 18:00; Saturday;2672;1036;1068;1915;2229;1829;0;1395;2448;11920;0;0;0;0;4822;40;231;0;;
24.02.2024 19:00; Saturday;1992;846;1185;421;1003;2252;0;1366;1975;9048;0;0;0;0;3391;25;167;0;;
24.02.2024 20:00; Saturday;1654;517;1155;443;870;631;0;1766;1346;6728;0;0;0;0;2843;9;102;0;;
24.02.2024 21:00; Saturday;1122;341;675;568;525;637;0;890;810;4446;0;0;0;0;2034;1;90;0;;
24.02.2024 22:00; Saturday;701;194;87;110;369;475;0;656;983;2874;0;0;0;0;1655;9;74;0;;
24.02.2024 23:00; Saturday;672;313;362;68;405;315;0;435;502;2400;0;0;0;0;1195;0;62;0;;
25.02.2024 00:00; Sunday;399;82;107;48;311;412;0;251;109;1320;0;0;0;0;632;5;63;0;;
25.02.2024 01:00; Sunday;191;78;33;100;92;79;0;136;103;621;0;0;0;0;294;8;16;0;;
25.02.2024 02:00; Sunday;172;47;12;86;162;89;0;137;69;602;0;0;0;0;239;6;13;0;;
25.02.2024 03:00; Sunday;201;30;6;15;95;187;0;171;198;702;0;0;0;0;370;14;11;0;;
25.02.2024 04:00; Sunday;213;43;78;25;152;219;0;158;24;699;0;0;0;0;302;13;11;0;;
25.02.2024 05:00; Sunday;396;62;92;80;216;335;0;223;60;1068;0;0;0;0;434;0;11;0;;
25.02.2024 06:00; Sunday;451;130;105;59;303;322;0;184;119;1222;0;0;0;0;456;6;26;0;;
25.02.2024 07:00; Sunday;614;218;108;66;176;546;0;277;515;1906;0;0;0;0;565;13;29;0;;
25.02.2024 08:00; Sunday;915;408;104;250;326;715;0;261;652;2716;0;0;0;0;764;48;81;0;;
25.02.2024 09:00; Sunday;1131;522;401;386;156;863;0;443;1058;3829;0;0;0;0;1271;96;148;0;;
25.02.2024 10:00; Sunday;1759;989;313;767;1042;1174;0;419;1538;6242;0;0;0;0;1795;159;183;0;;
25.02.2024 11:00; Sunday;1726;992;585;907;287;1088;0;956;1734;6549;0;0;0;0;1915;107;212;0;;
25.02.2024 12:00; Sunday;1940;1190;518;932;1024;1228;0;1200;1382;7474;0;0;0;0;2287;182;304;0;;
25.02.2024 13:00; Sunday;2066;1150;1252;652;817;1213;0;1026;1234;7344;0;0;0;0;2394;171;352;0;;
25.02.2024 14:00; Sunday;2037;1041;776;1359;792;1716;0;799;2006;8489;0;0;0;0;2346;154;468;0;;
25.02.2024 15:00; Sunday;2252;1260;846;2397;935;1989;0;2033;2309;11769;0;0;0;0;3162;203;470;0;;
25.02.2024 16:00; Sunday;1773;931;283;1286;463;1268;0;1051;1259;6541;0;0;0;0;2034;129;409;0;;
25.02.2024 17:00; Sunday;2372;1340;1480;1479;1050;2207;0;1518;2590;11664;0;0;0;0;2880;63;364;0;;
25.02.2024 18:00; Sunday;2419;1499;1153;1201;1754;1910;0;1425;2258;11200;0;0;0;0;3312;58;359;0;;
25.02.2024 19:00; Sunday;1917;672;638;964;1323;1587;0;1479;2128;8791;0;0;0;0;2723;13;263;0;;
25.02.2024 20:00; Sunday;1501;416;1269;779;919;724;0;1321;1000;6428;0;0;0;0;1906;9;219;0;;
25.02.2024 21:00; Sunday;978;260;600;230;539;514;0;993;1278;4414;0;0;0;0;1635;6;160;0;;
25.02.2024 22:00; Sunday;646;91;47;160;382;511;0;473;768;2432;0;0;0;0;1018;4;88;0;;
25.02.2024 23:00; Sunday;297;56;108;88;176;181;0;139;268;1016;0;0;0;0;430;0;50;0;;
26.02.2024 00:00; Monday;230;44;50;252;117;172;0;111;14;760;0;0;0;0;205;0;27;0;;
26.02.2024 01:00; Monday;47;34;5;3;2;83;0;41;5;173;0;0;0;0;48;0;6;0;;
26.02.2024 02:00; Monday;58;13;16;5;5;109;0;18;9;175;0;0;0;0;51;0;5;0;;
26.02.2024 03:00; Monday;34;5;1;3;0;35;0;17;15;76;0;0;0;0;37;0;7;0;;
26.02.2024 04:00; Monday;146;15;48;59;74;85;0;60;112;453;0;0;0;0;138;0;10;0;;
